Timestamp,User,SessionTime,HeartRate_BPM,RespirationRate_BPM,Range_m,HeartWaveform,BreathWaveform,HeartRate_FFT,BreathRate_FFT,ConfigurationFile
2025-11-22 08:11:00,P2,4.803,77,15.3,1.023,112.339,77.954,83.297,14.296,-1
2025-11-22 08:12:00,P18,4.569,107,18.1,2.067,128.727,87.906,87.76,12.94,0
2025-11-22 08:13:00,P6,4.531,71,15.9,0.532,122.885,82.911,86.468,11.787,0
2025-11-22 08:14:00,P4,5.13,78,15.9,1.749,126.658,98.699,84.988,11.073,0
2025-11-22 08:15:00,P16,4.0,126,14.9,-0.298,132.89,72.586,83.191,10.202,0
2025-11-22 08:16:00,P13,5.879,84,14.3,0.974,117.02,73.052,76.822,10.322,0
2025-11-22 08:17:00,P8,4.434,70,15.6,0.244,141.981,72.604,89.156,12.572,1
2025-11-22 08:18:00,P10,2.701,84,18.8,0.02,123.776,65.106,82.029,12.21,0
2025-11-22 08:19:00,P3,3.435,120,11.9,2.392,147.194,75.012,81.393,11.591,0
2025-11-22 08:20:00,P4,5.161,72,13.6,1.063,126.154,82.252,81.333,10.681,1
2025-11-22 08:21:00,P2,3.093,81,14.6,2.101,99.16,72.132,84.038,12.737,0
2025-11-22 08:22:00,P9,3.892,73,17.0,0.476,123.143,64.845,86.379,10.309,1
2025-11-22 08:23:00,P3,6.536,71,14.4,1.89,118.964,78.463,82.77,10.148,0
2025-11-22 08:24:00,P6,3.977,54,16.9,-0.864,132.539,79.876,97.438,10.599,0
2025-11-22 08:25:00,P13,6.459,65,11.4,1.261,132.802,61.342,92.616,12.67,0
2025-11-22 08:26:00,P2,5.021,61,13.6,-2.189,118.65,101.019,78.581,11.769,0
2025-11-22 08:27:00,P14,4.986,122,17.1,1.287,128.255,83.274,74.519,11.759,0
2025-11-22 08:28:00,P16,4.65,73,10.9,0.839,153.623,73.94,93.899,11.755,0
2025-11-22 08:29:00,P3,3.775,116,16.3,0.632,121.839,77.496,85.593,11.658,1
2025-11-22 08:30:00,P1,3.631,72,18.4,-0.296,130.315,66.496,92.842,12.399,0
2025-11-22 08:31:00,P6,4.811,65,17.1,2.144,146.157,84.074,76.423,11.949,0
2025-11-22 08:32:00,P18,3.509,120,17.2,0.397,109.112,67.507,78.341,11.658,0
2025-11-22 08:33:00,P17,4.742,91,14.0,-0.035,124.291,82.539,85.93,13.326,0
2025-11-22 08:34:00,P19,4.543,77,14.5,1.234,125.839,70.322,79.562,10.178,0
2025-11-22 08:35:00,P3,6.448,115,17.8,1.572,150.321,73.065,73.209,9.527,2
2025-11-22 08:36:00,P7,4.907,68,16.4,-1.207,141.015,82.868,90.137,11.065,0
2025-11-22 08:37:00,P20,4.437,78,19.3,0.93,124.844,74.222,83.619,10.496,0
2025-11-22 08:38:00,P3,5.76,78,16.6,-0.805,119.876,76.491,83.277,10.872,0
2025-11-22 08:39:00,P19,5.251,127,16.1,1.257,125.464,78.643,96.588,11.364,0
2025-11-22 08:40:00,P8,4.419,122,15.8,0.037,122.876,75.988,76.946,10.806,0
2025-11-22 08:41:00,P20,4.93,71,18.7,1.288,104.232,61.538,75.545,13.098,0
2025-11-22 08:42:00,P9,6.282,72,17.8,1.967,152.786,80.358,73.125,12.851,0
2025-11-22 08:43:00,P16,4.765,59,14.8,0.065,132.45,63.796,74.898,11.459,0
2025-11-22 08:44:00,P6,4.954,76,17.0,-0.806,120.916,75.124,83.245,11.168,-1
2025-11-22 08:45:00,P7,3.313,89,14.1,-0.893,130.254,67.629,73.14,10.969,0
2025-11-22 08:46:00,P11,6.151,122,17.7,0.845,136.347,78.4,92.044,11.041,1
2025-11-22 08:47:00,P3,5.445,122,15.3,2.26,113.363,81.579,76.728,12.136,-1
2025-11-22 08:48:00,P19,3.311,83,18.7,1.398,135.298,77.369,76.11,12.755,0
2025-11-22 08:49:00,P18,5.409,128,18.9,0.772,122.654,82.733,84.081,11.134,0
2025-11-22 08:50:00,P2,3.909,82,17.5,-0.472,139.536,83.749,75.769,12.932,0
2025-11-22 08:51:00,P9,3.695,69,12.7,1.245,142.287,91.422,79.333,12.114,0
2025-11-22 08:52:00,P11,3.912,65,14.8,-0.056,121.962,76.608,79.744,13.226,-1
2025-11-22 08:53:00,P4,3.384,81,16.5,2.052,135.116,81.551,80.738,12.145,0
2025-11-22 08:54:00,P11,3.366,76,16.4,-0.068,112.622,68.868,72.384,9.559,0
2025-11-22 08:55:00,P10,3.669,123,16.6,0.808,144.459,78.054,74.003,11.08,0
2025-11-22 08:56:00,P16,5.207,72,18.0,0.688,124.239,80.822,86.446,12.256,1
2025-11-22 08:57:00,P20,3.944,125,14.5,1.925,131.651,71.22,86.59,13.475,0
2025-11-22 08:58:00,P1,4.831,71,13.4,0.11,101.297,64.526,93.579,12.767,0
2025-11-22 08:59:00,P7,4.717,81,13.1,-0.839,113.818,93.441,77.408,11.396,-1
2025-11-22 09:00:00,P4,4.375,79,18.1,-0.137,128.62,77.353,64.585,10.457,0
2025-11-22 09:01:00,P13,5.028,119,17.7,0.969,116.502,70.774,72.978,11.366,0
2025-11-22 09:02:00,P2,3.924,70,14.9,1.111,104.503,77.638,80.447,11.778,2
2025-11-22 09:03:00,P16,4.708,120,15.7,0.313,94.064,75.112,80.307,11.007,0
2025-11-22 09:04:00,P4,4.362,73,18.5,-0.666,145.634,86.935,71.393,11.445,0
2025-11-22 09:05:00,P17,2.723,120,15.1,1.745,134.942,76.304,75.411,13.671,0
2025-11-22 09:06:00,P8,4.872,60,17.3,0.598,110.884,77.628,86.285,10.117,-2
2025-11-22 09:07:00,P10,3.333,114,17.5,1.433,138.48,83.06,82.222,11.099,1
2025-11-22 09:08:00,P11,4.261,64,16.4,-0.397,152.781,70.803,89.187,11.152,0
2025-11-22 09:09:00,P17,4.603,124,17.5,1.066,135.199,77.564,80.174,11.39,0
2025-11-22 09:10:00,P18,3.022,78,18.1,0.612,136.745,77.153,78.758,10.368,0
2025-11-22 09:11:00,P2,4.308,119,15.0,0.627,129.364,61.103,70.28,10.699,0
2025-11-22 09:12:00,P16,5.894,70,12.4,0.559,120.5,70.019,78.971,11.198,-1
2025-11-22 09:13:00,P3,4.13,67,15.5,-0.109,132.939,82.864,66.904,11.471,-1
2025-11-22 09:14:00,P18,4.027,76,12.8,0.502,119.264,79.609,83.163,12.237,1
2025-11-22 09:15:00,P7,5.719,84,12.3,0.516,131.692,69.865,84.409,11.246,0
2025-11-22 09:16:00,P17,4.383,67,17.2,0.507,145.31,78.8,75.83,13.072,-1
2025-11-22 09:17:00,P17,4.561,71,13.7,2.078,146.73,86.002,88.581,10.725,0
2025-11-22 09:18:00,P18,4.515,110,14.8,0.899,133.234,65.765,85.922,13.193,0
2025-11-22 09:19:00,P7,3.891,72,16.1,1.106,107.775,78.523,80.589,12.93,0
2025-11-22 09:20:00,P4,4.326,94,13.9,1.217,148.099,73.217,77.319,11.482,-1
2025-11-22 09:21:00,P17,5.328,82,17.0,-1.097,129.706,79.411,78.32,11.947,0
2025-11-22 09:22:00,P4,3.116,114,19.7,-0.413,107.841,78.346,88.796,11.257,0
2025-11-22 09:23:00,P18,6.352,76,14.0,1.84,135.979,73.415,88.648,12.397,0
2025-11-22 09:24:00,P5,4.53,62,15.7,0.727,127.975,81.447,102.658,9.743,-2
2025-11-22 09:25:00,P8,4.087,108,10.5,0.753,131.641,83.37,74.467,10.645,0
2025-11-22 09:26:00,P9,5.275,119,13.9,0.118,147.433,80.068,88.574,12.42,0
2025-11-22 09:27:00,P20,3.424,80,19.2,2.427,137.574,78.996,91.288,10.58,0
2025-11-22 09:28:00,P12,4.366,78,15.6,2.087,117.621,82.365,78.53,12.292,0
2025-11-22 09:29:00,P16,4.666,72,14.8,0.869,155.981,77.518,88.929,13.789,-2
2025-11-22 09:30:00,P11,4.494,68,16.7,0.75,128.775,97.368,93.338,13.787,0
2025-11-22 09:31:00,P5,5.388,126,15.1,0.539,123.493,80.419,75.233,12.187,0
2025-11-22 09:32:00,P19,3.095,114,18.8,1.751,125.064,81.047,72.559,10.831,0
2025-11-22 09:33:00,P13,4.2,122,15.5,1.706,117.633,60.837,69.097,12.317,0
2025-11-22 09:34:00,P10,5.234,117,14.4,0.996,144.129,75.21,73.832,12.234,0
2025-11-22 09:35:00,P14,3.576,121,15.2,0.437,125.587,76.643,83.006,11.31,0
2025-11-22 09:36:00,P17,4.122,70,10.4,2.083,142.723,83.077,93.724,10.824,-1
2025-11-22 09:37:00,P16,3.913,130,16.7,0.604,121.824,81.387,82.295,11.525,2
2025-11-22 09:38:00,P20,4.381,60,16.9,-0.795,153.202,82.736,87.443,11.314,0
2025-11-22 09:39:00,P6,3.883,71,12.0,2.115,123.155,80.436,78.078,13.551,0
2025-11-22 09:40:00,P20,3.466,124,10.2,0.266,111.851,75.067,81.246,11.051,0
2025-11-22 09:41:00,P8,4.414,70,14.5,1.662,124.429,76.183,77.548,10.897,0
2025-11-22 09:42:00,P9,4.474,119,16.2,1.212,133.795,82.374,86.438,12.917,0
2025-11-22 09:43:00,P11,3.962,66,18.9,-0.354,139.821,84.213,72.19,11.0,0
2025-11-22 09:44:00,P19,3.886,71,13.9,-1.218,141.505,79.576,82.544,12.857,0
2025-11-22 09:45:00,P17,4.055,61,14.1,0.079,134.516,63.533,79.524,10.755,0
2025-11-22 09:46:00,P17,5.288,56,15.6,1.074,139.079,77.99,93.253,11.764,0
2025-11-22 09:47:00,P17,3.842,107,18.4,-0.25,130.356,75.663,84.437,10.387,0
2025-11-22 09:48:00,P14,5.039,72,13.8,-0.413,154.784,85.419,100.722,12.836,0
2025-11-22 09:49:00,P3,4.988,120,14.9,2.615,145.486,60.176,71.277,10.196,1
2025-11-22 09:50:00,P20,5.415,125,14.2,2.085,137.225,62.129,94.508,11.055,0
2025-11-22 09:51:00,P13,4.657,137,17.6,0.966,130.456,71.129,81.052,12.971,1
2025-11-22 09:52:00,P2,4.581,115,18.8,-0.811,140.335,79.693,91.397,12.824,0
2025-11-22 09:53:00,P17,4.84,46,20.0,2.356,127.581,71.655,81.445,12.488,0
2025-11-22 09:54:00,P3,5.397,80,19.1,1.202,112.16,71.567,88.73,10.448,0
2025-11-22 09:55:00,P19,3.722,123,17.6,1.164,112.299,89.508,90.763,10.982,0
2025-11-22 09:56:00,P1,4.294,115,14.6,-0.378,120.348,79.703,69.803,12.911,0
2025-11-22 09:57:00,P13,3.041,78,16.8,1.87,138.571,95.595,76.45,10.914,0
2025-11-22 09:58:00,P4,4.586,112,18.4,2.38,131.044,69.779,97.165,13.524,0
2025-11-22 09:59:00,P8,4.118,122,17.5,0.182,136.263,62.899,98.418,11.003,1
2025-11-22 10:00:00,P9,5.238,70,14.1,1.006,139.798,85.795,78.738,10.299,2
2025-11-22 10:01:00,P9,3.561,63,15.3,2.654,127.75,62.459,80.89,11.76,1
2025-11-22 10:02:00,P12,6.267,126,15.0,2.595,141.63,88.13,88.165,11.108,0
2025-11-22 10:03:00,P9,6.361,73,17.9,1.014,128.887,68.97,73.765,12.204,0
2025-11-22 10:04:00,P20,2.775,110,16.4,1.856,122.692,77.808,87.257,13.114,0
2025-11-22 10:05:00,P4,5.135,110,15.0,1.791,147.785,79.157,64.644,11.268,0
2025-11-22 10:06:00,P3,3.61,122,17.3,0.851,124.683,75.803,83.335,12.531,0
2025-11-22 10:07:00,P15,4.889,121,16.7,1.083,101.903,66.567,99.453,10.462,-1
2025-11-22 10:08:00,P9,2.802,77,14.6,-0.102,112.604,74.027,73.566,13.382,0
2025-11-22 10:09:00,P14,4.085,79,18.1,0.408,158.173,63.578,68.375,14.355,0
2025-11-22 10:10:00,P10,5.339,122,16.1,-0.828,124.735,71.604,77.584,10.299,-1
2025-11-22 10:11:00,P13,5.15,81,15.6,0.731,146.116,75.081,79.324,11.892,1
2025-11-22 10:12:00,P6,3.948,125,13.9,1.567,144.182,65.475,85.423,12.855,1
2025-11-22 10:13:00,P1,4.468,81,16.1,-0.834,117.757,69.845,79.992,10.937,1
2025-11-22 10:14:00,P6,5.327,62,16.9,0.422,142.554,66.926,73.04,12.828,0
2025-11-22 10:15:00,P18,6.29,75,11.3,-0.159,134.402,72.629,76.311,11.851,1
2025-11-22 10:16:00,P1,5.64,59,14.4,2.372,166.173,70.235,78.83,11.939,0
2025-11-22 10:17:00,P11,3.699,82,15.2,-0.633,127.226,84.389,94.115,12.584,0
2025-11-22 10:18:00,P12,3.864,131,16.9,0.705,118.406,84.954,75.767,13.01,0
2025-11-22 10:19:00,P6,4.285,124,13.2,1.013,138.925,72.229,83.79,11.583,0
2025-11-22 10:20:00,P1,4.638,123,19.9,0.717,113.082,82.288,90.782,11.338,-1
2025-11-22 10:21:00,P1,2.695,77,15.2,-0.253,122.669,89.164,86.146,13.263,0
2025-11-22 10:22:00,P3,3.635,57,14.0,0.484,125.14,81.8,89.248,12.735,-2
2025-11-22 10:23:00,P14,4.207,74,15.5,1.494,137.352,65.636,75.151,12.959,0
2025-11-22 10:24:00,P3,3.671,74,17.5,1.808,142.715,82.219,88.268,12.874,0
2025-11-22 10:25:00,P2,2.344,129,15.7,0.176,126.446,74.713,96.058,15.272,-1
2025-11-22 10:26:00,P11,3.752,119,14.3,-0.429,157.685,78.644,67.259,12.639,-1
2025-11-22 10:27:00,P10,5.222,69,16.2,-0.797,119.982,85.839,77.446,11.409,0
2025-11-22 10:28:00,P17,5.542,51,16.4,0.329,146.335,75.991,82.31,10.772,1
2025-11-22 10:29:00,P11,3.18,120,16.0,1.157,128.284,78.888,71.4,12.829,0
2025-11-22 10:30:00,P2,4.685,72,13.8,0.492,107.097,72.158,91.064,11.37,0
2025-11-22 10:31:00,P20,4.151,94,16.4,1.378,138.265,74.893,64.387,10.936,0
2025-11-22 10:32:00,P19,4.567,115,24.0,1.335,143.43,78.919,103.192,12.508,0
2025-11-22 10:33:00,P4,5.901,84,15.4,-0.59,120.469,82.308,80.673,12.604,0
2025-11-22 10:34:00,P13,4.284,72,16.2,0.34,118.236,84.844,98.907,11.469,0
2025-11-22 10:35:00,P14,3.722,48,11.5,-0.078,128.791,79.438,83.675,13.405,0
2025-11-22 10:36:00,P7,4.068,52,15.8,-1.993,129.989,101.826,75.421,11.173,0
2025-11-22 10:37:00,P3,3.823,69,16.4,0.174,118.896,89.769,81.981,11.251,0
2025-11-22 10:38:00,P7,2.671,120,14.8,0.164,111.821,74.5,86.465,12.961,0
2025-11-22 10:39:00,P4,4.88,122,15.4,0.906,137.911,77.398,86.829,13.181,0
2025-11-22 10:40:00,P19,3.509,74,13.7,2.294,127.392,77.644,83.026,11.357,-1
2025-11-22 10:41:00,P1,5.297,49,17.4,-0.036,116.703,74.936,75.43,10.806,0
2025-11-22 10:42:00,P16,5.47,70,15.8,-0.155,122.423,80.8,83.405,11.844,0
2025-11-22 10:43:00,P12,4.089,52,13.3,-0.381,137.464,76.282,76.299,12.5,0
2025-11-22 10:44:00,P11,4.052,84,15.0,1.955,125.188,68.386,83.797,12.438,0
2025-11-22 10:45:00,P8,4.056,80,16.3,-0.502,121.146,68.51,82.761,13.044,-1
2025-11-22 10:46:00,P1,4.055,76,16.1,-0.396,152.5,79.056,90.286,11.819,1
2025-11-22 10:47:00,P4,3.367,72,20.9,1.084,135.404,81.164,74.058,10.997,0
2025-11-22 10:48:00,P3,3.595,127,15.5,-0.393,129.516,74.373,76.674,11.488,0
2025-11-22 10:49:00,P16,1.964,121,15.9,2.177,150.384,84.757,71.51,10.474,0
2025-11-22 10:50:00,P7,4.81,80,14.0,1.029,140.835,92.138,92.541,12.937,0
2025-11-22 10:51:00,P5,5.387,70,16.9,-2.078,128.352,87.118,82.508,11.032,-1
2025-11-22 10:52:00,P5,3.847,114,14.0,-1.301,99.352,94.811,77.328,13.904,2
2025-11-22 10:53:00,P13,4.174,113,16.7,-1.531,140.476,87.897,82.866,12.366,1
2025-11-22 10:54:00,P7,4.581,69,14.4,1.409,125.471,62.003,82.136,13.19,0
2025-11-22 10:55:00,P5,4.08,84,14.0,1.5,126.531,78.731,80.932,11.372,0
2025-11-22 10:56:00,P14,4.454,116,14.1,-0.915,118.421,81.111,78.322,10.179,1
2025-11-22 10:57:00,P18,3.113,71,19.9,-0.011,148.188,87.807,87.947,11.707,0
2025-11-22 10:58:00,P14,4.633,63,13.4,1.791,134.91,68.204,87.605,10.89,0
2025-11-22 10:59:00,P20,4.342,113,17.9,1.38,133.182,81.572,76.739,11.814,0
2025-11-22 11:00:00,P11,4.538,123,15.9,-1.102,159.778,74.692,79.243,10.302,0
2025-11-22 11:01:00,P18,3.108,81,13.2,0.678,146.363,74.914,82.652,13.847,1
2025-11-22 11:02:00,P16,3.461,121,15.2,1.1,127.411,76.302,93.288,11.714,0
2025-11-22 11:03:00,P7,5.227,125,14.2,-0.243,143.849,88.055,80.142,11.799,0
2025-11-22 11:04:00,P15,3.442,80,16.5,0.68,117.354,85.461,90.956,11.046,0
2025-11-22 11:05:00,P9,3.513,132,18.2,-0.331,133.309,71.856,79.578,10.759,0
2025-11-22 11:06:00,P6,4.985,124,19.9,0.24,122.891,73.095,64.571,12.086,0
2025-11-22 11:07:00,P12,4.51,121,14.7,0.863,149.039,78.801,74.288,12.369,0
2025-11-22 11:08:00,P8,3.586,83,14.7,1.156,163.436,83.154,69.29,13.069,-1
2025-11-22 11:09:00,P1,4.649,47,14.5,1.53,138.957,68.306,79.31,12.047,-1
2025-11-22 11:10:00,P5,4.736,83,15.9,0.746,123.422,70.532,79.822,11.214,0
2025-11-22 11:11:00,P9,6.009,120,14.2,0.198,116.336,78.758,75.304,12.38,0
2025-11-22 11:12:00,P8,5.454,73,19.5,0.128,104.466,78.874,83.131,9.991,-1
2025-11-22 11:13:00,P6,3.907,66,15.7,0.928,143.482,78.16,81.796,11.082,0
2025-11-22 11:14:00,P14,4.453,73,15.4,-0.167,103.695,77.52,93.454,12.051,0
2025-11-22 11:15:00,P1,3.332,51,10.0,0.731,120.878,88.987,92.327,10.895,-2
2025-11-22 11:16:00,P18,4.21,65,16.2,1.366,157.345,84.987,67.692,14.511,0
2025-11-22 11:17:00,P4,5.045,122,13.8,1.21,133.999,76.392,99.145,11.618,-1
2025-11-22 11:18:00,P4,4.009,73,20.8,0.705,119.399,70.174,88.119,10.276,0
2025-11-22 11:19:00,P15,4.234,113,17.2,0.694,116.988,82.551,79.219,12.387,0
2025-11-22 11:20:00,P11,5.215,76,15.1,0.03,130.032,67.117,93.117,12.503,0
2025-11-22 11:21:00,P9,7.004,50,17.0,1.83,157.872,70.426,103.523,11.463,0
2025-11-22 11:22:00,P8,5.317,54,19.9,1.445,144.331,81.374,85.338,11.6,0
2025-11-22 11:23:00,P17,5.349,74,16.7,-0.949,118.889,87.915,89.663,12.353,-2
2025-11-22 11:24:00,P5,4.389,120,17.5,1.434,141.277,80.674,89.233,10.326,0
2025-11-22 11:25:00,P1,5.423,114,12.1,-0.094,130.346,67.677,87.599,13.926,0
2025-11-22 11:26:00,P9,3.523,68,14.3,-0.486,130.307,79.466,73.33,10.262,0
2025-11-22 11:27:00,P8,3.883,77,13.3,1.189,133.469,64.844,88.739,12.325,0
2025-11-22 11:28:00,P17,3.093,79,16.7,2.275,116.653,68.073,78.852,12.121,0
2025-11-22 11:29:00,P4,5.736,116,12.8,0.635,128.744,80.634,83.608,11.38,2
2025-11-22 11:30:00,P9,4.548,58,12.3,-0.384,98.709,79.583,77.21,11.522,0
2025-11-22 11:31:00,P1,4.545,69,14.9,-0.743,119.238,80.439,86.157,13.075,-1
2025-11-22 11:32:00,P1,4.584,120,15.5,0.035,97.887,80.144,76.748,10.933,0
2025-11-22 11:33:00,P9,4.45,122,17.0,0.596,126.759,78.035,77.622,13.21,0
2025-11-22 11:34:00,P16,4.232,129,19.1,1.482,143.508,65.29,75.765,14.072,1
2025-11-22 11:35:00,P4,4.569,81,18.4,0.588,127.868,89.107,80.149,10.618,0
2025-11-22 11:36:00,P13,3.234,78,16.1,-0.235,142.813,73.824,77.161,13.07,0
2025-11-22 11:37:00,P5,2.589,59,16.2,0.88,132.185,85.826,81.382,12.516,0
2025-11-22 11:38:00,P11,3.423,103,12.0,-1.595,111.634,69.222,88.329,11.092,0
2025-11-22 11:39:00,P15,3.854,114,18.3,1.647,127.134,88.072,73.785,12.852,0
2025-11-22 11:40:00,P1,5.329,119,14.1,0.726,119.67,71.585,76.768,10.744,0
2025-11-22 11:41:00,P10,5.561,76,14.9,0.908,126.706,79.875,62.813,11.437,1
2025-11-22 11:42:00,P15,4.322,85,15.7,1.635,118.644,65.848,91.404,13.14,0
2025-11-22 11:43:00,P17,6.192,122,13.7,1.253,112.229,70.907,90.991,12.114,1
2025-11-22 11:44:00,P5,4.814,53,15.2,0.225,114.251,82.739,81.162,12.219,0
2025-11-22 11:45:00,P20,4.112,125,17.7,0.06,143.425,67.628,76.496,10.729,-1
2025-11-22 11:46:00,P14,3.037,120,18.6,0.503,125.714,94.045,73.937,10.698,0
2025-11-22 11:47:00,P4,4.704,80,19.7,1.161,154.794,91.791,84.591,9.838,0
2025-11-22 11:48:00,P3,5.067,109,17.6,-0.455,129.773,75.262,91.267,12.903,1
2025-11-22 11:49:00,P10,4.068,73,14.7,0.366,142.926,70.314,67.635,12.438,1
2025-11-22 11:50:00,P7,4.027,75,16.8,1.959,146.154,91.651,79.081,12.545,0
2025-11-22 11:51:00,P20,3.828,123,13.7,0.714,136.119,77.283,81.323,9.983,0
2025-11-22 11:52:00,P1,6.096,65,10.8,0.119,129.283,85.483,92.057,12.582,1
2025-11-22 11:53:00,P12,4.271,119,16.8,-0.011,136.056,81.03,75.786,11.124,-2
2025-11-22 11:54:00,P19,4.422,74,14.8,0.843,106.342,68.245,80.013,12.576,0
2025-11-22 11:55:00,P3,4.254,128,14.8,-0.031,153.191,88.638,73.723,11.35,0
2025-11-22 11:56:00,P4,4.18,134,13.5,1.794,131.783,90.606,76.096,9.944,1
2025-11-22 11:57:00,P7,4.323,93,19.6,0.879,145.635,80.886,83.273,12.047,-1
2025-11-22 11:58:00,P7,6.132,130,15.9,-0.353,127.695,81.992,90.949,10.101,0
2025-11-22 11:59:00,P9,5.636,74,18.4,-0.179,142.539,69.68,72.217,10.689,0
2025-11-22 12:00:00,P14,5.655,67,16.0,1.39,144.566,71.074,81.746,12.305,0
2025-11-22 12:01:00,P8,3.786,79,16.3,0.331,116.906,67.49,70.426,10.836,0
2025-11-22 12:02:00,P13,4.661,122,16.2,-0.384,133.461,71.1,81.076,12.754,0
2025-11-22 12:03:00,P5,2.934,114,18.8,0.077,141.972,78.49,84.468,11.662,0
2025-11-22 12:04:00,P5,5.118,126,11.8,-0.698,115.305,75.982,70.207,12.374,0
2025-11-22 12:05:00,P9,4.813,58,15.1,1.359,127.179,77.033,78.686,10.736,1
2025-11-22 12:06:00,P4,6.093,93,14.4,1.939,118.129,74.496,78.983,11.015,1
2025-11-22 12:07:00,P3,4.76,79,16.6,0.595,148.574,77.678,77.469,12.427,0
2025-11-22 12:08:00,P19,5.781,119,14.5,-0.139,118.105,88.52,86.859,11.284,0
2025-11-22 12:09:00,P12,4.115,123,15.7,-0.802,132.796,67.159,87.504,10.717,0
2025-11-22 12:10:00,P2,4.406,113,14.4,-0.839,149.14,76.073,81.588,11.087,0
2025-11-22 12:11:00,P3,2.786,72,13.8,0.87,152.501,77.702,77.834,11.567,0
2025-11-22 12:12:00,P3,3.909,120,16.5,1.183,128.321,76.229,80.928,13.738,1
2025-11-22 12:13:00,P17,4.236,72,17.8,2.534,131.26,78.001,87.425,9.884,-1
2025-11-22 12:14:00,P10,3.34,67,16.3,0.581,150.52,78.253,95.452,10.402,0
2025-11-22 12:15:00,P19,4.793,75,12.8,1.458,102.817,84.67,82.153,10.455,0
2025-11-22 12:16:00,P4,5.969,119,14.0,1.683,133.939,77.259,84.163,9.775,1
2025-11-22 12:17:00,P20,3.881,133,17.2,-0.295,160.248,83.016,72.081,13.024,0
2025-11-22 12:18:00,P7,3.791,75,14.8,1.605,137.654,83.419,86.506,12.191,0
2025-11-22 12:19:00,P5,5.641,124,17.3,0.483,128.035,74.704,85.198,11.089,-1
2025-11-22 12:20:00,P7,5.014,62,15.8,1.477,125.617,62.043,79.629,11.428,0
2025-11-22 12:21:00,P11,3.892,127,18.7,-0.414,129.876,74.714,81.177,12.958,0
2025-11-22 12:22:00,P18,4.913,129,13.6,-0.968,124.466,69.061,93.878,12.089,0
2025-11-22 12:23:00,P1,3.75,82,16.1,1.533,139.781,75.085,88.317,12.15,0
